OrderID,Date,Month,Year,Quarter,Product,Category,UnitPrice,Quantity,Discount_Pct,Discount_Amt,Revenue,Margin_Pct,Profit,Region,City,Channel,Segment,Returned,CustomerID
ORD-100092,26-02-26,February,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,3,0,0,3897,31.7,1235.35,West India,Mumbai,Online,New/Trial,0,CUST-9702
ORD-100093,22-02-26,February,2026,Q1,Sofa 3-Seater,Furniture,24999,4,10,9999.6,89996.4,39.8,35818.57,West India,Pune,Online,SMB,0,CUST-3344
ORD-100094,30-01-26,January,2026,Q1,Sanitizer 500ml,FMCG,199,4,0,0,796,39.6,315.22,West India,Surat,Online,Enterprise,0,CUST-8237
ORD-100095,14-02-26,February,2026,Q1,Sofa 3-Seater,Furniture,24999,3,0,0,74997,48,35998.56,North India,Agra,Offline,Retail,0,CUST-2747
ORD-100096,31-01-26,January,2026,Q1,Face Wash 200ml,FMCG,299,1,20,59.8,239.2,39.1,93.53,South India,Mysuru,Online,Retail,0,CUST-1803
ORD-100097,19-03-26,March,2026,Q1,Office Chair,Furniture,8999,3,0,0,26997,38.6,10420.84,West India,Ahmedabad,Offline,SMB,0,CUST-3240
ORD-100098,22-03-26,March,2026,Q1,LapBook Air,Electronics,54999,5,0,0,274995,41,112747.95,East India,Kolkata,Online,Retail,0,CUST-5835
ORD-100099,11-02-26,February,2026,Q1,Hair Oil 500ml,FMCG,249,3,10,74.7,672.3,35,235.31,North India,Noida,Offline,New/Trial,0,CUST-3695
ORD-100100,02-02-26,February,2026,Q1,Office Chair,Furniture,8999,1,5,449.95,8549.05,47,4018.05,East India,Patna,Offline,Retail,0,CUST-4696
ORD-100101,28-03-26,March,2026,Q1,Face Wash 200ml,FMCG,299,1,0,0,299,36,107.64,East India,Ranchi,Online,New/Trial,0,CUST-5295
ORD-100102,16-03-26,March,2026,Q1,Face Wash 200ml,FMCG,299,1,10,29.9,269.1,45,121.1,West India,Ahmedabad,Online,SMB,0,CUST-4626
ORD-100103,24-03-26,March,2026,Q1,AirBuds Ultra,Electronics,5999,4,0,0,23996,25.6,6142.98,West India,Surat,Partner,Retail,0,CUST-5986
ORD-100104,05-03-26,March,2026,Q1,LapBook Air,Electronics,54999,5,5,13749.75,261245.25,37.3,97444.48,North India,Lucknow,Online,Retail,0,CUST-7797
ORD-100105,25-03-26,March,2026,Q1,LapBook Air,Electronics,54999,1,15,8249.85,46749.15,31.6,14772.73,West India,Nagpur,Online,New/Trial,0,CUST-4868
ORD-100106,16-02-26,February,2026,Q1,LapBook Air,Electronics,54999,3,0,0,164997,32.4,53459.03,East India,Patna,Online,New/Trial,0,CUST-3001
ORD-100107,28-02-26,February,2026,Q1,AirBuds Ultra,Electronics,5999,1,20,1199.8,4799.2,30.7,1473.35,West India,Nashik,Offline,New/Trial,1,CUST-4362
ORD-100108,09-01-26,January,2026,Q1,Bookshelf 5-Tier,Furniture,3499,2,20,1399.6,5598.4,45.4,2541.67,North India,Noida,Offline,SMB,0,CUST-3370
ORD-100109,17-01-26,January,2026,Q1,Bookshelf 5-Tier,Furniture,3499,2,0,0,6998,31.3,2190.37,North India,Noida,Online,New/Trial,0,CUST-6304
ORD-100110,03-01-26,January,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,1,5,64.95,1234.05,33.7,415.87,North India,Noida,Offline,Retail,0,CUST-2786
ORD-100111,27-02-26,February,2026,Q1,Study Table,Furniture,5999,5,0,0,29995,33.9,10168.31,North India,Lucknow,Online,New/Trial,1,CUST-1996
ORD-100112,03-03-26,March,2026,Q1,Face Wash 200ml,FMCG,299,1,0,0,299,30.4,90.9,South India,Bengaluru,Online,New/Trial,0,CUST-3067
ORD-100113,05-02-26,February,2026,Q1,Wardrobe 4-Door,Furniture,18999,5,10,9499.5,85495.5,29.7,25392.16,West India,Nagpur,Offline,Retail,0,CUST-8048
ORD-100114,13-01-26,January,2026,Q1,LapBook Air,Electronics,54999,2,5,5499.9,104498.1,33.7,35215.86,West India,Nashik,Partner,Retail,0,CUST-6553
ORD-100115,28-02-26,February,2026,Q1,Face Wash 200ml,FMCG,299,3,0,0,897,46.8,419.8,South India,Bengaluru,Online,Retail,0,CUST-8770
ORD-100116,09-01-26,January,2026,Q1,AirBuds Ultra,Electronics,5999,3,20,3599.4,14397.6,25.4,3656.99,West India,Mumbai,Online,Retail,0,CUST-6400
ORD-100117,27-03-26,March,2026,Q1,LapBook Air,Electronics,54999,1,0,0,54999,37.6,20679.62,South India,Coimbatore,Partner,Retail,0,CUST-9313
ORD-100118,28-01-26,January,2026,Q1,TabMax 12,Electronics,32999,5,0,0,164995,25,41248.75,West India,Pune,Offline,Retail,0,CUST-4705
ORD-100119,24-02-26,February,2026,Q1,Bookshelf 5-Tier,Furniture,3499,1,10,349.9,3149.1,46.2,1454.88,East India,Ranchi,Offline,Retail,0,CUST-5381
ORD-100120,04-01-26,January,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,1,0,0,1299,44.6,579.35,North India,Jaipur,Online,Retail,0,CUST-7566
ORD-100121,09-01-26,January,2026,Q1,TabMax 12,Electronics,32999,4,5,6599.8,125396.2,33.8,42383.92,West India,Mumbai,Online,Retail,0,CUST-6105
ORD-100122,03-04-26,April,2026,Q2,Instant Noodles Pack,FMCG,120,2,0,0,240,41.6,99.84,West India,Nagpur,Offline,New/Trial,0,CUST-2336
ORD-100123,04-02-26,February,2026,Q1,Sanitizer 500ml,FMCG,199,2,20,79.6,318.4,35.3,112.4,West India,Surat,Offline,Retail,0,CUST-2816
ORD-100124,06-02-26,February,2026,Q1,Sofa 3-Seater,Furniture,24999,5,0,0,124995,22.2,27748.89,South India,Coimbatore,Online,SMB,0,CUST-4460
ORD-100125,09-04-26,April,2026,Q2,TabMax 12,Electronics,32999,4,0,0,131996,25.4,33526.98,West India,Ahmedabad,Online,Enterprise,0,CUST-4770
ORD-100126,06-03-26,March,2026,Q1,Bookshelf 5-Tier,Furniture,3499,1,5,174.95,3324.05,22.5,747.91,West India,Ahmedabad,Online,New/Trial,0,CUST-6129
ORD-100127,15-03-26,March,2026,Q1,Hair Oil 500ml,FMCG,249,4,0,0,996,47.1,469.12,South India,Coimbatore,Offline,Retail,0,CUST-8538
ORD-100128,30-03-26,March,2026,Q1,Protein Powder 1kg,FMCG,1899,4,10,759.6,6836.4,24,1640.74,North India,Jaipur,Online,Retail,0,CUST-6562
ORD-100129,29-01-26,January,2026,Q1,Instant Noodles Pack,FMCG,120,5,0,0,600,45.6,273.6,West India,Mumbai,Online,SMB,0,CUST-3419
ORD-100130,31-01-26,January,2026,Q1,LapBook Air,Electronics,54999,1,0,0,54999,46.7,25684.53,North India,Noida,Online,SMB,0,CUST-8601
ORD-100131,07-04-26,April,2026,Q2,Sofa 3-Seater,Furniture,24999,5,0,0,124995,44.5,55622.78,West India,Surat,Offline,New/Trial,0,CUST-3473
ORD-100132,26-02-26,February,2026,Q1,AirBuds Ultra,Electronics,5999,1,0,0,5999,35.2,2111.65,South India,Coimbatore,Online,Retail,0,CUST-8404
ORD-100133,05-01-26,January,2026,Q1,SmartWatch S5,Electronics,12999,1,10,1299.9,11699.1,37.4,4375.46,South India,Hyderabad,Online,New/Trial,0,CUST-1672
ORD-100134,27-02-26,February,2026,Q1,Sofa 3-Seater,Furniture,24999,1,5,1249.95,23749.05,24.7,5866.02,West India,Ahmedabad,Offline,Retail,0,CUST-6626
ORD-100135,02-04-26,April,2026,Q2,AirBuds Ultra,Electronics,5999,4,10,2399.6,21596.4,35.6,7688.32,South India,Chennai,Online,Retail,0,CUST-7108
ORD-100136,06-02-26,February,2026,Q1,Face Wash 200ml,FMCG,299,3,0,0,897,30.6,274.48,South India,Hyderabad,Offline,SMB,0,CUST-7333
ORD-100137,06-02-26,February,2026,Q1,Winter Jacket,Apparel,4599,2,0,0,9198,24.1,2216.72,West India,Nashik,Partner,Retail,0,CUST-6731
ORD-100138,09-02-26,February,2026,Q1,Face Wash 200ml,FMCG,299,4,15,179.4,1016.6,42.6,433.07,North India,Chandigarh,Partner,Retail,0,CUST-9624
ORD-100139,12-01-26,January,2026,Q1,Hair Oil 500ml,FMCG,249,2,0,0,498,46.6,232.07,South India,Bengaluru,Online,SMB,0,CUST-4711
ORD-100140,18-01-26,January,2026,Q1,TabMax 12,Electronics,32999,5,20,32999,131996,41.2,54382.35,North India,Jaipur,Offline,Retail,0,CUST-6517
ORD-100141,09-04-26,April,2026,Q2,Wardrobe 4-Door,Furniture,18999,5,20,18999,75996,45.5,34578.18,North India,Agra,Online,SMB,0,CUST-1715
ORD-100142,22-02-26,February,2026,Q1,Protein Powder 1kg,FMCG,1899,4,0,0,7596,35.9,2726.96,West India,Pune,Partner,Retail,0,CUST-8684
ORD-100143,25-01-26,January,2026,Q1,Protein Powder 1kg,FMCG,1899,3,20,1139.4,4557.6,31.9,1453.87,West India,Nagpur,Partner,Retail,0,CUST-3655
ORD-100144,26-01-26,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,3,10,5699.7,51297.3,46.3,23750.65,North India,Gurugram,Online,Retail,0,CUST-9452
ORD-100145,16-01-26,January,2026,Q1,Sports Backpack,Apparel,1599,2,20,639.6,2558.4,33.4,854.51,North India,Noida,Online,New/Trial,0,CUST-4637
ORD-100146,27-02-26,February,2026,Q1,Protein Powder 1kg,FMCG,1899,2,5,189.9,3608.1,47.9,1728.28,East India,Guwahati,Online,Retail,0,CUST-1461
ORD-100147,10-02-26,February,2026,Q1,LapBook Air,Electronics,54999,1,0,0,54999,45.9,25244.54,West India,Nashik,Online,SMB,0,CUST-3273
ORD-100148,08-04-26,April,2026,Q2,Office Chair,Furniture,8999,2,20,3599.6,14398.4,25.9,3729.19,South India,Bengaluru,Partner,Enterprise,0,CUST-9647
ORD-100149,24-02-26,February,2026,Q1,LapBook Air,Electronics,54999,4,15,32999.4,186996.6,42.6,79660.55,West India,Pune,Online,Enterprise,0,CUST-2816
ORD-100150,05-03-26,March,2026,Q1,Wardrobe 4-Door,Furniture,18999,2,0,0,37998,33.2,12615.34,South India,Coimbatore,Online,SMB,0,CUST-4941
ORD-100151,15-03-26,March,2026,Q1,Hair Oil 500ml,FMCG,249,1,10,24.9,224.1,36.1,80.9,North India,Chandigarh,Online,New/Trial,0,CUST-9316
ORD-100152,12-03-26,March,2026,Q1,Galaxy Pro X1,Electronics,24999,3,0,0,74997,41.4,31048.76,South India,Kochi,Online,Retail,0,CUST-2106
ORD-100153,14-02-26,February,2026,Q1,Formal Trousers,Apparel,1899,3,0,0,5697,23.2,1321.7,West India,Nashik,Online,Retail,0,CUST-3868
ORD-100154,10-04-26,April,2026,Q2,Sanitizer 500ml,FMCG,199,1,15,29.85,169.15,42.2,71.38,East India,Guwahati,Offline,New/Trial,0,CUST-5807
ORD-100155,26-01-26,January,2026,Q1,SmartWatch S5,Electronics,12999,4,20,10399.2,41596.8,36.1,15016.44,West India,Mumbai,Online,Retail,0,CUST-4131
ORD-100156,06-02-26,February,2026,Q1,Protein Powder 1kg,FMCG,1899,1,20,379.8,1519.2,31.6,480.07,West India,Mumbai,Partner,Retail,0,CUST-8204
ORD-100157,19-02-26,February,2026,Q1,Instant Noodles Pack,FMCG,120,5,0,0,600,42.8,256.8,East India,Guwahati,Offline,Retail,0,CUST-2293
ORD-100158,25-02-26,February,2026,Q1,Wardrobe 4-Door,Furniture,18999,1,0,0,18999,39.2,7447.61,East India,Bhubaneswar,Online,Retail,0,CUST-7981
ORD-100159,22-01-26,January,2026,Q1,Sanitizer 500ml,FMCG,199,5,5,49.75,945.25,29.1,275.07,South India,Bengaluru,Offline,New/Trial,1,CUST-1939
ORD-100160,10-01-26,January,2026,Q1,Face Wash 200ml,FMCG,299,2,20,119.6,478.4,37.8,180.84,South India,Coimbatore,Offline,New/Trial,0,CUST-1570
ORD-100161,17-01-26,January,2026,Q1,AirBuds Ultra,Electronics,5999,5,0,0,29995,37.7,11308.11,North India,Chandigarh,Online,Retail,0,CUST-7077
